-54,-10,996
-55,-11,1003
-57,-13,1010
-55,-10,1009
-56,-14,1014
-56,-11,997
-54,-15,1011
-55,-11,1008
-56,-14,1003
-55,-24,1002
-55,-12,1011
-56,-30,1029
-51,-30,995
-53,-39,1015
-53,-35,1011
-56,-56,1008
-56,-81,1011
-52,-71,995
-55,-103,1019
-55,-91,1005
-50,-143,1018
-57,-132,1017
-49,-184,998
-52,-221,983
-43,-258,978
-49,-303,994
-49,-357,937
-50,-432,946
-54,-464,880
-40,-519,881
-44,-559,835
-42,-612,804
-43,-629,757
-50,-710,755
-51,-688,702
-53,-718,668
-57,-755,650
-56,-777,596
-64,-798,577
-53,-844,568
-45,-850,543
-49,-921,508
-52,-885,498
-48,-893,414
-49,-904,367
-49,-949,348
-24,-931,270
-35,-978,277
2,-946,188
24,-957,219
16,-976,116
44,-1006,-15
44,-963,4
16,-979,-33
58,-1002,-73
65,-992,-101
56,-968,-129
130,-890,-220
149,-975,-338
89,-899,-387
98,-904,-501
119,-844,-533
83,-850,-546
61,-869,-546
36,-883,-573
108,-698,-651
27,-700,-667
77,-475,-774
77,-592,-783
69,-585,-719
13,-633,-766
35,-656,-788
67,-616,-841
78,-569,-846
202,-457,-890
101,-428,-776
217,-326,-883
176,-360,-915
225,-287,-936
183,-256,-965
161,-193,-1001
152,-238,-948
64,-122,-985
103,-74,-974
34,5,-1012
76,26,-934
-6,219,-945
69,180,-911
64,328,-976
125,237,-923
100,356,-885
228,324,-878
152,293,-810
265,384,-829
296,440,-894
330,365,-792
438,304,-787
436,176,-796
552,274,-792
570,203,-757
611,223,-704
685,182,-661
730,172,-629
777,121,-572
805,66,-511
863,35,-605
821,16,-519
781,-45,-537
806,-107,-503
800,-193,-508
778,-250,-511
739,-386,-507
707,-431,-461
707,-494,-500
632,-570,-450
597,-555,-479
602,-609,-458
595,-580,-483
565,-629,-424
565,-660,-404
593,-632,-365
621,-639,-323
604,-650,-353
601,-721,-324
571,-722,-322
617,-702,-366
563,-733,-279
542,-767,-153
552,-736,-236
533,-750,-217
563,-790,-304
513,-730,-329
528,-745,-356
499,-755,-331
527,-709,-431
515,-731,-430
523,-763,-442
469,-728,-471
410,-767,-507
409,-680,-433
375,-716,-490
374,-763,-521
408,-721,-474
369,-775,-478
366,-751,-459
350,-835,-465
316,-851,-401
290,-825,-326
283,-861,-369
264,-837,-372
262,-911,-337
287,-861,-344
248,-922,-298
239,-889,-329
197,-881,-278
185,-884,-341
139,-910,-328
172,-876,-299
180,-935,-290
138,-922,-251
155,-969,-287
72,-918,-309
95,-898,-220
48,-948,-209
155,-986,-198
139,-954,-218
117,-993,-205
144,-971,-205
182,-962,-230
157,-929,-181
52,-879,-277
126,-957,-214
123,-932,-164
148,-912,-150
138,-921,-226
129,-945,-289
192,-975,-301
128,-903,-222
151,-824,-213
87,-940,-352
86,-926,-326
67,-890,-360
49,-914,-349
77,-997,-250
21,-923,-255
-11,-919,-221
36,-917,-163
29,-979,-143
59,-963,-80
69,-1005,-74
82,-964,-45
109,-965,2
106,-1019,-4
103,-969,45
137,-973,86
137,-972,132
175,-997,245
210,-851,283
184,-860,356
151,-892,446
324,-905,381
185,-771,418
247,-911,551
84,-798,578
107,-829,536
35,-831,631
83,-743,630
-34,-717,732
-63,-696,696
-75,-674,684
-113,-642,798
-151,-565,877
-94,-478,864
-156,-439,890
-148,-374,928
-149,-299,980
-152,-253,985
-144,-148,992
-177,-76,1012
-290,-148,952
-207,38,1009
-218,137,976
-233,175,934
-224,171,924
-245,183,901
-266,197,900
-280,271,942
-287,279,912
-290,302,922
-339,292,914
-405,286,864
-433,285,803
-494,355,790
-545,380,710
-615,380,654
-656,363,617
-728,353,749
-788,310,610
-775,312,612
-669,301,137
-662,153,536
-985,194,446
-919,12,239
-934,-68,217
-920,-197,120
-897,-354,30
-884,-519,65
-771,-618,-26
-631,-728,167
-473,-850,209
-344,-923,152
-293,-958,155
-215,-900,125
-182,-1016,132
-179,-927,146
-122,-921,155
-163,-974,180
0,-983,218
-70,-955,257
101,-934,273
-3,-951,281
39,-894,304
38,-889,360
181,-883,471
176,-805,524
206,-790,619
307,-730,606
276,-773,650
202,-639,685
349,-565,740
239,-553,714
399,-435,754
467,-429,784
322,-459,857
496,-258,789
444,-379,839
456,-230,749
568,-205,809
569,-174,774
626,-171,832
558,-152,807
524,-141,731
567,-158,762
476,-163,752
522,-61,764
558,-37,820
463,-12,777
300,-26,747
397,-116,791
438,-32,798
461,-89,822
522,-78,1003
434,-66,905
492,-91,836
586,-82,711
756,-100,673
795,-91,608
840,-42,604
900,-78,433
913,-64,368
866,-59,382
939,-32,191
891,-70,139
934,-83,-27
939,-58,-182
895,-153,-343
854,-87,-422
809,-130,-511
750,-182,-626
718,-185,-673
622,-228,-725
571,-195,-706
428,-147,-837
479,-161,-890
342,-94,-898
318,-108,-912
250,-61,-946
193,-3,-948
123,61,-972
125,105,-930
45,198,-930
53,261,-897
217,387,-978
118,462,-863
158,487,-785
126,641,-787
139,639,-672
103,763,-615
180,870,-608
275,802,-407
217,878,-384
182,870,-271
229,882,-256
249,920,-210
226,904,-66
256,907,-49
216,899,-24
318,882,95
306,898,120
357,839,234
401,798,300
442,764,373
428,715,376
457,741,441
395,667,425
501,655,533
435,606,571
439,630,595
459,631,613
448,517,677
422,571,638
444,524,684
443,497,690
454,484,739
405,466,612
427,333,824
420,398,763
386,284,846
434,403,850
351,271,860
365,282,871
386,330,853
321,205,900
334,212,970
308,198,861
322,173,934
272,136,933
293,106,1017
215,10,913
228,1,945
234,-24,971
239,-46,1004
180,-155,1017
6,-229,985
-65,-314,954
-136,-384,926
-280,-429,837
-331,-504,825
-511,-524,694
-582,-551,673
-582,-548,579
-659,-536,548
-659,-512,502
-737,-584,516
-709,-513,468
-770,-496,421
-873,-500,371
-859,-433,223
-861,-410,140
-916,-392,89
-856,-342,28
-908,-356,22
-989,-295,-36
-858,-288,-226
-936,-165,-190
-918,-51,-250
-861,-29,-259
-924,87,-347
-820,54,-380
-872,77,-440
-777,97,-539
-754,103,-583
-690,83,-648
-612,111,-729
-591,153,-745
-578,161,-723
-578,162,-679
-565,165,-796
-612,107,-710
-639,111,-710
-703,113,-669
-785,88,-611
-805,79,-577
-839,1,-403
-932,-76,-342
-900,-166,-108
-997,-234,17
-932,-214,52
-930,-305,129
-981,-293,187
-900,-316,224
-884,-337,256
-847,-365,335
-840,-428,347
-818,-441,334
-786,-505,413
-785,-489,413
-741,-569,419
-681,-567,522
-593,-665,524
-533,-660,548
-476,-641,590
-402,-719,617
-372,-762,667
-231,-738,622
-126,-724,615
-1,-793,676
125,-738,633
314,-761,580
395,-718,555
472,-657,559
592,-634,466
677,-537,396
706,-482,393
818,-474,303
755,-402,296
835,-358,193
861,-295,212
909,-216,95
941,-170,-3
949,-149,-4
943,-118,-91
1001,-5,-147
963,-6,-159
910,45,-165
926,61,-253
894,108,-250
1004,154,-375
921,177,-366
852,182,-428
816,195,-535
728,238,-549
672,251,-612
623,390,-634
591,366,-703
561,387,-730
456,446,-775
427,416,-697
422,543,-752
305,516,-632
340,545,-705
269,625,-741
281,518,-689
251,642,-674
33,584,-724
92,619,-803
14,631,-751
-69,642,-698
-172,653,-679
-291,652,-666
-168,651,-615
-277,710,-644
-242,696,-612
-256,761,-463
-385,769,-460
-322,713,-447
-483,757,-408
-463,771,-385
-444,761,-379
-506,716,-296
-506,718,-313
-615,716,-242
-620,690,-178
-634,731,-143
-647,660,-78
-726,713,-24
-642,688,-61
-756,658,80
-659,600,90
-719,603,211
-717,610,121
-779,619,194
-631,556,194
-742,560,243
-681,620,248
-737,621,281
-636,536,316
-667,526,416
-664,566,432
-639,546,521
-623,527,584
-593,526,628
-603,573,614
-549,530,660
-501,543,641
-479,547,714
-356,521,702
-364,530,757
-339,565,722
-288,587,734
-256,557,783
-217,593,820
-128,545,815
-82,514,808
-43,549,800
-14,509,785
31,608,820
164,546,752
182,524,784
172,539,755
172,599,801
304,559,745
287,397,807
404,435,804
388,371,779
464,320,826
445,156,798
430,118,847
442,147,862
419,166,985
298,114,844
273,171,923
198,102,937
182,103,1037
110,-56,987
138,-86,926
145,-169,1002
-33,-239,1014
-43,-222,975
-18,-290,1043
33,-306,1051
-191,-290,964
-216,-371,956
-342,-344,890
-459,-387,891
-386,-377,838
-488,-379,816
-512,-333,731
-604,-318,706
-681,-276,638
-722,-210,581
-772,-205,581
-835,-157,582
-879,-109,489
-836,-2,455
-916,8,350
-944,129,283
-928,220,226
-903,227,129
-997,215,47
-905,260,-87
-841,342,-327
-792,349,-415
-848,338,-365
-403,461,-671
-385,499,-541
-406,530,-669
-355,564,-707
-278,560,-704
-246,567,-766
-169,528,-764
0,530,-797
134,493,-758
225,532,-778
270,488,-699
451,521,-772
490,520,-706
661,464,-588
692,406,-556
760,350,-447
767,324,-380
858,387,-321
921,350,-318
875,328,-243
879,342,-165
892,307,-155
901,315,-39
866,324,-74
881,286,99
907,343,179
809,349,267
861,354,335
803,378,371
765,397,437
831,457,403
727,416,432
695,408,461
699,421,487
681,479,545
649,455,529
598,519,538
522,505,444
633,533,387
599,618,495
631,618,329
641,679,356
620,677,239
574,644,211
695,708,98
655,716,89
572,653,-6
533,803,-50
543,742,-159
632,608,-331
656,529,-233
582,630,-420
574,621,-480
536,593,-506
528,619,-541
473,527,-544
533,629,-511
286,502,-654
363,639,-642
304,582,-734
338,728,-691
118,606,-620
98,676,-601
104,715,-543
-33,827,-516
-58,792,-424
-153,899,-429
-230,801,-364
-259,794,-457
-296,719,-369
-309,770,-492
-279,636,-454
-409,667,-542
-397,644,-503
-417,709,-564
-381,615,-574
-431,526,-597
-505,477,-718
-545,460,-668
-512,491,-645
-568,407,-628
-525,381,-577
-635,373,-654
-567,323,-698
-585,328,-650
-597,232,-665
-677,254,-619
-705,154,-636
-713,184,-535
-702,206,-681
-592,132,-726
-525,235,-813
-300,307,-849
-200,321,-942
-80,371,-877
26,382,-858
108,364,-906
245,394,-879
258,309,-821
377,301,-872
471,254,-797
481,263,-798
566,206,-784
569,228,-721
718,196,-722
669,171,-727
630,77,-696
718,116,-732
648,-20,-614
769,8,-594
771,-115,-591
744,-153,-570
787,-121,-687
684,-242,-680
763,-229,-806
595,-341,-705
371,-456,-615
418,-405,-757
497,-508,-873
321,-491,-731
387,-546,-763
302,-564,-726
358,-682,-748
92,-620,-661
18,-713,-671
-97,-777,-552
-45,-744,-597
-180,-803,-476
-137,-880,-460
-225,-825,-408
-225,-897,-398
-283,-824,-406
-270,-929,-327
-264,-904,-326
-309,-957,-332
-267,-857,-307
-280,-974,-277
-275,-897,-286
-275,-895,-261
-273,-865,-245
-264,-970,-227
-299,-922,-148
-267,-973,-179
-342,-928,-113
-331,-1002,-58
-332,-1001,-62
-307,-948,-11
-350,-916,90
-435,-797,199
-282,-948,204
-449,-868,254
-423,-908,309
-497,-853,372
-560,-769,433
-578,-789,451
-492,-768,417
-472,-766,399
-558,-668,474
-493,-724,525
-476,-691,566
-295,-771,668
-313,-735,619
-217,-700,703
-175,-675,809
-83,-723,746
-8,-655,799
-18,-601,714
31,-566,879
27,-445,807
78,-478,885
46,-376,902
104,-409,903
73,-400,914
98,-322,933
91,-408,946
96,-334,809
29,-368,923
-67,-371,1023
106,-234,956
-117,-143,1029
4,-135,959
-53,-120,989
-18,-87,1038
-30,-56,962
-57,-53,1079
-52,-38,1008
-84,-5,966
-67,-57,1048
-142,44,998
-28,-65,1045
-119,-38,982
-93,-17,1013
-96,-23,1013
-79,-34,1007
-80,-38,980
-68,-76,1025
-51,-103,994
-94,-101,1022
-127,-111,904
-134,-141,1002
-211,-126,1022
-58,-140,1009
-211,-121,1002
-58,-114,946
-258,-110,1030
-97,-154,986
-168,-143,962
-194,-162,1003
-101,-144,953
-159,-149,1006
-145,-130,964
-193,-164,1016
-157,-196,966
-167,-253,959
-168,-230,929
-108,-307,986
-19,-292,963
-188,-201,964
-67,-276,947
-104,-274,981
36,-322,941
-182,-291,1000
-37,-239,930
-109,-286,1010
-38,-304,938
-33,-303,946
-27,-275,936
-41,-273,959
-11,-262,966
-70,-253,965
-12,-286,973
-59,-310,997
-50,-296,975
-1,-331,959
-56,-275,970
